"list_name","name","label","prov_id","dist_id","post_id"
"districts","D0813","VILANKULO","P08","INHAMBANE",""
"districts","D0814","ZAVALA","P08","INHAMBANE",""
"districts","D0902","BILENE_MACIA","P09","GAZA",""
"districts","D0903","CHIBUTO","P09","GAZA",""
"districts","D0904","CHICUALACUALA","P09","GAZA",""
"districts","D0905","CHIGUBO","P09","GAZA",""
"districts","D0906","CHOKWE","P09","GAZA",""
"districts","D0907","GUIJA","P09","GAZA",""
"districts","D0908","MABALANE","P09","GAZA",""
"districts","D0909","MANJACAZE","P09","GAZA",""
"districts","D0910","MASSANGENA","P09","GAZA",""
"districts","D0911","MASSINGIR","P09","GAZA",""
"districts","D0912","XAI_XAI","P09","GAZA",""
"districts","D1002","BOANE","P10","MAPUTO",""
"districts","D1003","MAGUDE","P10","MAPUTO",""
"districts","D1004","MANHICA","P10","MAPUTO",""
"districts","D1005","MARRACUENE","P10","MAPUTO",""
"districts","D1006","MATUTUINE","P10","MAPUTO",""
"districts","D1007","MOAMBA","P10","MAPUTO",""
"districts","D1008","NAMAACHA","P10","MAPUTO",""
"","","","","",""
"posts","PA010202","ETATARA","","D0102",""
"posts","PA010203","LURIO","","D0102",""
"posts","PA010301","METANGULA","","D0103",""
"posts","PA010302","COBUE","","D0103",""
"posts","PA010303","LUNHO","","D0103",""
"posts","PA010304","MANIAMBA","","D0103",""
"posts","PA010401","CHIMBONILA","","D0104",""
"posts","PA010402","LIONE","","D0104",""
"posts","PA010403","MEPONDA","","D0104",""
"posts","PA010501","MAJUNE","","D0105",""
"posts","PA010502","MUAQUIA","","D0105",""
"posts","PA010503","NAIRRUBI","","D0105",""
"posts","PA010601","MANDIMBA","","D0106",""
"posts","PA010602","MITANDE","","D0106",""
"posts","PA010701","MARRUPA","","D0107",""
"posts","PA010702","MARANGIRA","","D0107",""
"posts","PA010703","NUNGO","","D0107",""
"posts","PA010801","MAUA","","D0108",""
"posts","PA010802","MAIACA","","D0108",""
"posts","PA010901","MAVAGO","","D0109",""
"posts","PA010902","M'SAWIZE","","D0109",""
"posts","PA011001","MECANHELAS","","D0110",""
"posts","PA011002","CHIUTA","","D0110",""
"posts","PA011101","MECULA","","D0111",""
"posts","PA011102","MATONDOVELA","","D0111",""
"posts","PA011201","METARICA","","D0112",""
"posts","PA011202","MUCUMUA","","D0112",""
"posts","PA011301","MUEMBE","","D0113",""
"posts","PA011302","CHICONONO","","D0113",""
"posts","PA011401","MASSANGULO","","D0114",""
"posts","PA011402","ITEPELA","","D0114",""
"posts","PA011501","NIPEPE","","D0115",""
"posts","PA011502","MUIPITE","","D0115",""
"posts","PA011601","SANGA","","D0116",""
"posts","PA011602","LUSSIMBEZE","","D0116",""
"posts","PA011603","MACALOGE","","D0116",""
"posts","PA011604","MATCHEDJE","","D0116",""
"posts","PA020201","ANCUABE","","D0202",""
"posts","PA020202","METORO","","D0202",""
"posts","PA020203","MEZA","","D0202",""
"posts","PA020301","BALAMA","","D0203",""
"posts","PA020302","IMPIRI","","D0203",""
"posts","PA020303","KWEKWE","","D0203",""
"posts","PA020304","MAVALA","","D0203",""
"posts","PA020401","CHIURE","","D0204",""
"posts","PA020402","CHIURE VELHO","","D0204",""
"posts","PA020403","KATAPUA","","D0204",""
"posts","PA020404","MAZEZE","","D0204",""
"posts","PA020405","NAMOGELIA","","D0204",""
"posts","PA020406","OCUA","","D0204",""
"posts","PA020501","IBO","","D0205",""
"posts","PA020502","QUIRIMBA","","D0205",""
"posts","PA020601","MACOMIA","","D0206",""
"posts","PA020602","CHAI","","D0206",""
"posts","PA020603","MUCOJO","","D0206",""
"posts","PA020604","QUITERAJO","","D0206",""
"posts","PA020701","MECUFI","","D0207",""
"posts","PA020702","MURREBUE","","D0207",""
"posts","PA020801","MELUCO","","D0208",""
"posts","PA020802","MUAGUIDE","","D0208",""
"posts","PA020901","MOCIMBOA DA PRAIA","","D0209",""
"posts","PA020902","DIACA","","D0209",""
"posts","PA020903","MBAU","","D0209",""
"posts","PA021002","MAPUPULO","","D0210",""
"posts","PA021003","MIRATE","","D0210",""
"posts","PA021004","NAIROTO","","D0210",""
"posts","PA021005","NAMANHUMBIR","","D0210",""
"posts","PA021101","MUEDA","","D0211",""
"posts","PA021102","CHAPA","","D0211",""
"posts","PA021103","IMBUHO","","D0211",""
"posts","PA021104","NEGOMANO","","D0211",""
"posts","PA021105","NGAPA","","D0211",""
"posts","PA021201","MUIDUMBE","","D0212",""
"posts","PA021202","CHITUNDA","","D0212",""
"posts","PA021203","MITEDA","","D0212",""
"posts","PA021301","NAMUNO","","D0213",""
"posts","PA021302","HUCULA","","D0213",""
"posts","PA021303","MACHOCA","","D0213",""
"posts","PA021304","MELOCO","","D0213",""
"posts","PA021305","NCUMPE","","D0213",""
"posts","PA021306","LULI","","D0213",""
"posts","PA021401","NANGADE","","D0214",""
"posts","PA021402","NTAMBA","","D0214",""
"posts","PA021501","PALMA","","D0215",""
"posts","PA021502","OLUMBE","","D0215",""
"posts","PA021503","PUNDANHAR","","D0215",""
"posts","PA021504","QUIONGA","","D0215",""
"posts","PA021601","METUGE","","D0216",""
"posts","PA021602","MIEZE","","D0216",""
"posts","PA021701","QUISSANGA","","D0217",""
"posts","PA021702","BILIBIZA","","D0217",""
"posts","PA021703","MAHATE","","D0217",""
"posts","PA030202","AUBE","","D0302",""
"posts","PA030203","NAMAPONDA","","D0302",""
"posts","PA030204","BOILA_NAMETORIA","","D0302",""
"posts","PA030301","NAMAPA_ERATI","","D0303",""
"posts","PA030302","ALUA","","D0303",""
"posts","PA030303","NAMIROA","","D0303",""
"posts","PA030402","LUMBO","","D0304",""
"posts","PA030501","LALAUA","","D0305",""
"posts","PA030502","METI","","D0305",""
"posts","PA030601","MALEMA","","D0306",""
"posts","PA030602","CHIHULO","","D0306",""
"posts","PA030603","MUTUALI","","D0306",""
"posts","PA030701","MECONTA","","D0307",""
"posts","PA030702","CORRANE","","D0307",""
"posts","PA030703","NAMIALO","","D0307",""
"posts","PA030704","7 DE ABRIL","","D0307",""
"posts","PA030801","MECUBURI","","D0308",""
"posts","PA030802","MILHANA","","D0308",""
"posts","PA030803","MUITE","","D0308",""
"posts","PA030804","NAMINA","","D0308",""
"posts","PA030901","MEMBA","","D0309",""
"posts","PA030902","CHIPENE","","D0309",""
"posts","PA030903","LURIO","","D0309",""
"posts","PA030904","MAZUE","","D0309",""
"posts","PA031001","MONGICUALA","","D0310",""
"posts","PA031002","QUINGA","","D0310",""
"posts","PA031003","CHUNGA","","D0310",""
"posts","PA031004","QUIXAXE","","D0310",""
"posts","PA031005","LIUPO","","D0310",""
"posts","PA031101","NAMETIL","","D0311",""
"posts","PA031102","CALIPO","","D0311",""
"posts","PA031103","ILUTE","","D0311",""
"posts","PA031104","MUATUA","","D0311",""
"posts","PA031105","NANHUPO","","D0311",""
"posts","PA031201","MACONE","","D0312",""
"posts","PA031202","CHALAUA","","D0312",""
"posts","PA031203","LARDE","","D0312",""
"posts","PA031204","MUCUALI","","D0312",""
"posts","PA031301","MONAPO","","D0313",""
"posts","PA031302","ITOCULO","","D0313",""
"posts","PA031303","NETIA","","D0313",""
"posts","PA031401","MOSSURIL","","D0314",""
"posts","PA031402","LUNGA","","D0314",""
"posts","PA031403","MATIBANE","","D0314",""
"posts","PA031501","MUECATE","","D0315",""
"posts","PA031502","IMALA","","D0315",""
"posts","PA031503","MUCULUONE","","D0315",""
"posts","PA031601","MURRUPULA","","D0316",""
"posts","PA031602","CHINGA","","D0316",""
"posts","PA031603","NEHESSINE","","D0316",""
"posts","PA031801","NACALA_VELHA","","D0318",""
"posts","PA031802","COVO","","D0318",""
"posts","PA031901","NACAROA","","D0319",""
"posts","PA031902","INTETE","","D0319",""
"posts","PA031903","SAUA_SAUA","","D0319",""
"posts","PA032001","RAPALE","","D0320",""
"posts","PA032002","ANCHILO","","D0320",""
"posts","PA032003","MUTIVAZE","","D0320",""
"posts","PA032004","NAMAITA","","D0320",""
"posts","PA032101","RIBAUE","","D0321",""
"posts","PA032102","KUNLE","","D0321",""
"posts","PA032103","IAPALA","","D0321",""
"posts","PA040201","ALTO MOLOCUE","","D0402",""
"posts","PA040202","NAUELA","","D0402",""
"posts","PA040301","CHINDE_SEDE","","D0403",""
"posts","PA040302","LUABO","","D0423",""
"posts","PA040303","MICAUNE","","D0403",""
"posts","PA040401","GILE","","D0404",""
"posts","PA040402","ALTO LIGONHA","","D0404",""
"posts","PA040502","LIOMA","","D0405",""
"posts","PA040503","NEPUAGIUA","","D0405",""
"posts","PA040601","ERREGO","","D0406",""
"posts","PA040602","MULEVALA","","D0421",""
"posts","PA040603","SOCONE","","D0406",""
"posts","PA040701","MUCUPIA","","D0407",""
"posts","PA040702","GONHANE","","D0407",""
"posts","PA040801","LUGELA","","D0408",""
"posts","PA040802","TACUANE","","D0408",""
"posts","PA040803","MUNHAMADE","","D0408",""
"posts","PA040804","MUABANAMA","","D0408",""
"posts","PA040901","MAGANJA DA COSTA","","D0409",""
"posts","PA040902","BOJONE","","D0409",""
"posts","PA040903","MOCUBELA","","D0419",""
"posts","PA040904","NANTE","","D0409",""
"posts","PA041001","MILANGE","","D0410",""
"posts","PA041002","MAJAUA","","D0410",""
"posts","PA041003","MOLUMBO","","D0420",""
"posts","PA041004","MONGUE","","D0410",""
"posts","PA041102","MUGEBA","","D0411",""
"posts","PA041103","NAMAJAVIRA","","D0411",""
"posts","PA041201","MOPEIA","","D0412",""
"posts","PA041202","CAMPO","","D0412",""
"posts","PA041301","MORRUMBALA","","D0413",""
"posts","PA041302","CHIRE","","D0413",""
"posts","PA041303","DERRE","","D0418",""
"posts","PA041304","MEGAZA","","D0413",""
"posts","PA041401","NAMACURRA","","D0414",""
"posts","PA041402","MUCUSE","","D0414",""
"posts","PA041501","NAMARROI","","D0415",""
"posts","PA041502","REGONE","","D0415",""
"posts","PA041601","NICOADALA","","D0416",""
"posts","PA041602","MAQUIVAL","","D0416",""
"posts","PA041701","PEBANE","","D0417",""
"posts","PA041702","MULELA MUALAMA","","D0417",""
"posts","PA041703","NABURI","","D0417",""
"posts","PA050201","ULONGOE","","D0502",""
"posts","PA050202","DOMUE","","D0502",""
"posts","PA050301","SONGO","","D0503",""
"posts","PA050302","CHITHOLO","","D0503",""
"posts","PA050303","CHITIMA","","D0503",""
"posts","PA050401","LUENHA","","D0504",""
"posts","PA050402","CHIOCO","","D0504",""
"posts","PA050403","MAVARA","","D0504",""
"posts","PA050501","CHIFUNDE","","D0505",""
"posts","PA050502","MUALADZI","","D0505",""
"posts","PA050503","N'SADZO","","D0505",""
"posts","PA050601","KAZULA","","D0506",""
"posts","PA050602","MANGE","","D0506",""
"posts","PA050701","FURANCUNGO","","D0507",""
"posts","PA050702","CHIDZOLOMONDO","","D0507",""
"posts","PA050801","MPHEENDE","","D0508",""
"posts","PA050802","CHINTHOPO","","D0508",""
"posts","PA050803","MUKUMBURA","","D0508",""
"posts","PA050901","CHIPUTO","","D0509",""
"posts","PA050902","FINGOE","","D0509",""
"posts","PA050903","MOLOWERA","","D0509",""
"posts","PA050904","CHEPERA","","D0509",""
"posts","PA051001","MOATIZE","","D0510",""
"posts","PA051002","KAMBULATSITSI","","D0510",""
"posts","PA051003","ZOMBUE","","D0510",""
"posts","PA051101","NHAMAYABUE","","D0511",""
"posts","PA051102","CHARE","","D0511",""
"posts","PA051103","DOA","","D0511",""
"posts","PA051104","INHANGOMA","","D0511",""
"posts","PA051201","NTENGO_WAMBALAME","","D0512",""
"posts","PA051202","TSANGANO","","D0512",""
"posts","PA051301","ZUMBO","","D0513",""
"posts","PA051302","MUZE","","D0513",""
"posts","PA051303","ZAMBUE","","D0513",""
"posts","PA060201","CATANDICA","","D0602",""
"posts","PA060202","CHOA","","D0602",""
"posts","PA060203","NHAMPASSA","","D0602",""
"posts","PA060301","GONDOLA","","D0603",""
"posts","PA060302","AMATONGAS","","D0603",""
"posts","PA060303","CAFUMPE","","D0603",""
"posts","PA060304","INCHOPE","","D0603",""
"posts","PA060305","MACATE","","D0603",""
"posts","PA060306","MATSINHO","","D0603",""
"posts","PA060307","ZEMBE","","D0603",""
"posts","PA060401","GURO","","D0604",""
"posts","PA060402","DACATA","","D0604",""
"posts","PA060403","MANDIE","","D0604",""
"posts","PA060404","MUNGARI","","D0604",""
"posts","PA060405","NHAMASSONGE","","D0604",""
"posts","PA060501","MACHAZE","","D0605",""
"posts","PA060502","SAVE","","D0605",""
"posts","PA060601","MACOSSA","","D0606",""
"posts","PA060602","NGUAWALA","","D0606",""
"posts","PA060603","NHAMANGUA","","D0606",""
"posts","PA060702","MACHIPANDA","","D0607",""
"posts","PA060703","MESSICA","","D0607",""
"posts","PA060704","MAVONDE","","D0607",""
"posts","PA060705","VANDUZI","","D0607",""
"posts","PA060801","ESPUNGABERA","","D0608",""
"posts","PA060802","CHIURAIRUE","","D0608",""
"posts","PA060803","DACATA","","D0608",""
"posts","PA060901","SUSSUNDENGA","","D0609",""
"posts","PA060902","DOMBE","","D0609",""
"posts","PA060903","MUHOA","","D0609",""
"posts","PA060904","ROTANDA","","D0609",""
"posts","PA061001","NHACOLO","","D0610",""
"posts","PA061002","BUZUA","","D0610",""
"posts","PA061003","NHACAFULA","","D0610",""
"posts","PA070201","BUZI","","D0702",""
"posts","PA070202","ESTAQUINHA","","D0702",""
"posts","PA070203","NOVA_SOFALA","","D0702",""
"posts","PA070301","CAIA","","D0703",""
"posts","PA070302","MURRACA","","D0703",""
"posts","PA070303","SENA","","D0703",""
"posts","PA070401","CHEMBA","","D0704",""
"posts","PA070402","CHIRAMBA","","D0704",""
"posts","PA070403","MULIMA","","D0704",""
"posts","PA070501","INHAMINGA","","D0705",""
"posts","PA070502","INHAMITANGA","","D0705",""
"posts","PA070601","CHIBABAVA","","D0706",""
"posts","PA070602","GOONDA","","D0706",""
"posts","PA070603","MUXUNGUE","","D0706",""
"posts","PA070702","MAFAMBISSE","","D0707",""
"posts","PA070801","GORONGOSA","","D0708",""
"posts","PA070802","NHAMADZI","","D0708",""
"posts","PA070803","VANDUZI","","D0708",""
"posts","PA070901","MACHANGA","","D0709",""
"posts","PA070902","DIVINHE","","D0709",""
"posts","PA071001","MARINGUE","","D0710",""
"posts","PA071002","CANXIXE","","D0710",""
"posts","PA071003","SUBUI","","D0710",""
"posts","PA071101","MARROMEU","","D0711",""
"posts","PA071102","CHUPANGA","","D0711",""
"posts","PA071201","MUANZA","","D0712",""
"posts","PA071202","GALINHA","","D0712",""
"posts","PA071301","NHAMATANDA","","D0713",""
"posts","PA071302","TICA","","D0713",""
"posts","PA080201","FUNHALOURO","","D0802",""
"posts","PA080202","TOME","","D0802",""
"posts","PA080301","NOVA MAMBONE","","D0803",""
"posts","PA080302","SAVE","","D0803",""
"posts","PA080401","HOMOINE","","D0804",""
"posts","PA080402","PEMBE","","D0804",""
"posts","PA080501","INHARRIME","","D0805",""
"posts","PA080502","MUCUMBI","","D0805",""
"posts","PA080601","INHASSORO","","D0806",""
"posts","PA080602","BAZARUTO","","D0806",""
"posts","PA080701","JANGAMO","","D0807",""
"posts","PA080702","CUMBANA","","D0807",""
"posts","PA080801","MABOTE","","D0808",""
"posts","PA080802","ZIMANE","","D0808",""
"posts","PA080803","ZINAVE","","D0808",""
"posts","PA080901","MASSINGA","","D0809",""
"posts","PA080902","CHICOMO","","D0809",""
"posts","PA081101","MORRUMBENE","","D0811",""
"posts","PA081102","MUCODOENE","","D0811",""
"posts","PA081201","PANDA","","D0812",""
"posts","PA081202","MAWAYELA","","D0812",""
"posts","PA081203","URRENE","","D0812",""
"posts","PA081301","VILANKULO","","D0813",""
"posts","PA081302","MAPINHANE","","D0813",""
"posts","PA081401","QUISSICO","","D0814",""
"posts","PA081402","ZANDAMELA","","D0814",""
"posts","PA090201","BILENE MACIA","","D0902",""
"posts","PA090202","CHISSANO","","D0902",""
"posts","PA090203","MAZIVILA","","D0902",""
"posts","PA090204","MESSANO","","D0902",""
"posts","PA090205","PRAIA DE BILENE ","","D0902",""
"posts","PA090206","MACUANE","","D0902",""
"posts","PA090302","ALTO CHANGANE","","D0903",""
"posts","PA090303","CHAIMITE","","D0903",""
"posts","PA090304","CHANGANINE","","D0903",""
"posts","PA090305","GODIDE","","D0903",""
"posts","PA090306","MALEHICE","","D0903",""
"posts","PA090401","CHICUALACUALA","","D0904",""
"posts","PA090402","MAPAI","","D0904",""
"posts","PA090403","PAFURI","","D0904",""
"posts","PA090501","CHIGUBO","","D0905",""
"posts","PA090502","NDINDIZA","","D0905",""
"posts","PA090602","LIONDE","","D0906",""
"posts","PA090603","MACARRETANE","","D0906",""
"posts","PA090604","XILEMBENE","","D0906",""
"posts","PA090701","CANICADO","","D0907",""
"posts","PA090702","CHIVONGUENE","","D0907",""
"posts","PA090703","MUBANGUENE","","D0907",""
"posts","PA090704","NALAZI","","D0907",""
"posts","PA090801","MABALANE","","D0908",""
"posts","PA090802","COMBOMUNE","","D0908",""
"posts","PA090803","NTLAVANE","","D0908",""
"posts","PA090901","MANDLACAZE","","D0909",""
"posts","PA090902","CHALALA","","D0909",""
"posts","PA090903","CHIBONZANE","","D0909",""
"posts","PA090904","CHIDENGUELE","","D0909",""
"posts","PA090905","MACUACUA","","D0909",""
"posts","PA090906","MAZUCANE","","D0909",""
"posts","PA090907","NGUZENE","","D0909",""
"posts","PA091001","MASSANGENA","","D0910",""
"posts","PA091002","MUVUE","","D0910",""
"posts","PA091101","MASSINGIR","","D0911",""
"posts","PA091102","MAVODZE","","D0911",""
"posts","PA091103","ZULO","","D0911",""
"posts","PA091201","CHICUMBANE","","D0912",""
"posts","PA091202","CHONGOENE","","D0912",""
"posts","PA091203","ZONGUENE","","D0912",""
"posts","PA100201","BOANE","","D1002",""
"posts","PA100202","MATOLA RIO","","D1002",""
"posts","PA100301","MAGUDE","","D1003",""
"posts","PA100302","MAPULANGUENE","","D1003",""
"posts","PA100303","MOTAZE","","D1003",""
"posts","PA100304","MAHEL","","D1003",""
"posts","PA100305","PANJANE","","D1003",""
"posts","PA100401","MANHICA","","D1004",""
"posts","PA100402","CALANGA","","D1004",""
"posts","PA100403","ILHA JOSINA MACHEL","","D1004",""
"posts","PA100404","MALUANA","","D1004",""
"posts","PA100405","XINAVANE","","D1004",""
"posts","PA100406","3 DE FEVEREIRO","","D1004",""
"posts","PA100501","MARRACUENE","","D1005",""
"posts","PA100502","MACHUBO","","D1005",""
"posts","PA100601","MISSEVENE","","D1006",""
"posts","PA100602","CATEMBE","","D1006",""
"posts","PA100603","CATUANE","","D1006",""
"posts","PA100604","MACHANGULO","","D1006",""
"posts","PA100605","ZITUNDO","","D1006",""
"posts","PA100701","MOAMBA","","D1007",""
"posts","PA100702","PESSENE","","D1007",""
"posts","PA100703","RESSANO GARCIA","","D1007",""
"posts","PA100704","SABIE","","D1007",""
"posts","PA100801","NAMAACHA","","D1008",""
"posts","PA100802","CHANGALANE","","D1008",""
"","","","","",""
"assocs","AS040024","Nari None [Inhanhane]","","","PA040601"
"assocs","AS040025","Ohaua [Maripiha]","","","PA040601"
"assocs","AS040026","Oweherera Orera [Hamela]","","","PA040601"
"assocs","AS040023","Vahane Murima [Muyeye]","","","PA040601"
"assocs","AS040027","Wiwanana [Muelamassi]","","","PA040601"
